'HKLM:\Software\Policies\Microsoft\Windows\DriverSearching',"DontSearchWindowsUpdate","0"
'HKLM:\System\Currentcontrolset\Services\',"SharedAccess","4"
'HKLM:\System\Currentcontrolset\Services',"LanmanServer","2"
'HKLM:\System\Currentcontrolset\Services',"msiserver","2"
'HKLM:\System\Currentcontrolset\Services',"w32time","2"
'HKLM:\Software\Policies\Microsoft\Windows NT\Terminal Services',"fDisableCdm","1"
'HKLM:\Software\Policies\Microsoft\Windows NT\Terminal Services',"DisablePasswordSaving","1"
'HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System',"LegalNoticeText","This is an interest computer system of ABB Asea Brown Boveri Ltd and or its affiliates ABB Group. All ABB Group interest computer systems and related equipment are intended for the communication, transmission, processing, and storage of official ABB Group or other authorized information only. All ABB Group interest computer systems and any information placed in the system are subject to monitoring and logging at all times where local regulation and legislation allows to ensure proper functioning of equipment and systems including security devices and systems, to prevent unauthorized use and violations of statutes and security regulations, to deter criminal activity, and for other similar purposes and any use of this or any other ABB Group interest computer system constitutes consent to monitoring and logging at all times where local regulation and legislation allows. The legal ground for any processing of personal data including logging and monitoring is the legitimate interest of ABB Group. in securing the proper functioning and security of equipment and systems and ensuring compliance with security policies, rules and regulation. This processing is necessary for this legitimate interest and is proportionate to the legitimate interest it addresses, is carried out in the least intrusive manner possible and is targeted to the specific area of risk only. All ABB employees retain the right to object to the processing on compelling legitimate grounds. Possible evidence of violation of criminal statutes and any other related information, including identification information about the user revealed by monitoring, may be provided to law enforcement officials and employees who violate security regulations or make unauthorized use of ABB Group interest computer systems are subject to appropriate disciplinary action. For further details about the above, please be referred to Group_IS_9AAD125730_End User Security Policy and Group_IS_9AAD125419_Monitoring and Logging Policy."
'HKLM:\Software\Policies\Microsoft\Windows NT\Terminal Services',"fDisableCdm","1"
'HKLM:\Software\Policies\Microsoft\Windows\CredUI',"EnableSecureCredentialPrompting","1"
'HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\CredUI',"EnumerateAdministrators","0"
'HKLM:\Software\Policies\Microsoft\Windows NT\Terminal Services',"fAllowToGetHelp","0"
'HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Policies\Explorer',"DisableLocalMachineRunOnce","1"
'HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Policies\Explorer',"DisableLocalMachineRun","1"
'HKLM:\Software\Policies\Microsoft\Messenger\Client',"CEIP","1"
'HKLM:\Software\Policies\Microsoft\SearchCompanion',"DisableContentFileUpdates","1"
'HKLM:\Software\Policies\Microsoft\Windows NT\Printers',"DisableHTTPPrinting","1"
'HKLM:\Software\Microsoft\Windows\Currentversion\Policies\Explorer',"NoWebServices","1"
'HKLM:\Software\Microsoft\Windows\Currentversion\Policies\Explorer',"NoPublishingWizard","1"
'HKLM:\Software\Policies\Microsoft\Windows NT\Printers',"DisableWebPnPDownload","1"
'HKLM:\Software\Policies\Microsoft\Windows\System',"DisableBkGndGroupPolicy","0"
'HKLM:\Software\Policies\Microsoft\Windows\WindowsUpdate\AU',"ResheduleWaitTimeEnabled","1"
'HKLM:\Software\Policies\Microsoft\Windows\WindowsUpdate\AU',"NoAUShutdownOption","0"
'HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System',"EnableUIADesktopToggle","0"
'HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System',"EnableVirtualization","1"
'HKLM:\Software\Policies\Microsoft\Windows\Eventlog\System',"Retention","0"
'HKLM:\Software\Policies\Microsoft\Windows\Eventlog\Security',"Retention","0"
'HKLM:\Software\Policies\Microsoft\Windows\Eventlog\Application',"Retention","0"
'HKLM:\System\Currentcontrolset\Services',"DNS","4"
'HKLM:\System\Currentcontrolset\Services',"Wecsvc","2"
'HKLM:\Software\Policies\Microsoft\Windows\Registration Wizard Control',"NoRegistration","1"
'HKLM:\Software\Policies\Microsoft\Power\PowerSettings\0E796Bdb-100D-47D6-A2D5-F7D2Daa51F51',"DCSettingIndex","1"
'HKLM:\Software\Policies\Microsoft\Power\PowerSettings\0E796Bdb-100D-47D6-A2D5-F7D2Daa51F51',"ACSettingIndex","1"
'HKLM:\System\Currentcontrolset\Services\Tcpip6\Parameters',"DisableIPSourceRouting","2"
'HKLM:\System\Currentcontrolset\Services\LanmanServer\Parameters',"NullSessionPipes",""
'HKLM:\System\Currentcontrolset\Services\LanmanServer\Parameters',"NullSessionShares",""
'HKLM:\System\Currentcontrolset\Control\SecurePipeServers\Winreg\AllowedExactPaths',"Machine",['System\CurrentControlSet\Control\ProductOptions', 'System\CurrentControlSet\Control\Server Applications', 'Software\Microsoft\Windows NT\CurrentVersion']
'HKLM:\System\Currentcontrolset\Control\SecurePipeServers\Winreg\AllowedPaths',"Machine",['System\CurrentControlSet\Control\Print\Printers', 'System\CurrentControlSet\Services\Eventlog', 'Software\Microsoft\OLAP Server', 'Software\Microsoft\Windows NT\CurrentVersion\Print', 'Software\Microsoft\Windows NT\CurrentVersion\Windows']
'HKLM:\System\Currentcontrolset\Services\LanmanServer\Parameters',"SMBServerNameHardeningLevel","1"
'HKLM:\System\Currentcontrolset\Cotnrol\Lsa\MSV1_0',"allowNullSessionFallback","0"
'HKLM:\System\Currentcontrolset\Services\Netlogon\Parameters',"AllowOnlineID","0"
'HKLM:\System\CurrentControlSet\Services\SNMP\Parameters',"ValidCommunities",""
'HKLM:\Software\Policies\Microsoft\Windows\Group Policy\{35378Eac-683F-11D2-A89A-00C04Fbbcfa2}',"NoGPOListChanges","0"
'HKLM:\Software\Policies\Microsoft\Windows\EventLog\Application',"MaxSize","1000000"
'HKLM:\Software\Policies\Microsoft\Windows\EventLog\Security',"MaxSize","1000000"
'HKLM:\Software\Policies\Microsoft\Windows\EventLog\System',"MaxSize","1000000"
'HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System',"NoConnectedUser","3"
'HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System',"InactivityTimeoutSecs","900"
'HKLM:\Software\Policies\Microsoft\Windowsfirewall\Privateprofile\Logging',"LogSuccessfulConnections","1"
'HKLM:\Software\Policies\Microsoft\Windows\System',"DontEnumerateConnectedUsers","1"
'HKLM:\Software\Policies\Microsoft\Windows\System',"EnumerateLocalUsers","0"
'HKLM:\System\CurrentControlSet\Policies\EarlyLaunch',"DriverLoadPolicy","8"
'HKLM:\Software\Policies\Microsoft\Windows\Installer',"AlwaysInstallElevated","0"
'HKLM:\Software\Microsoft\Windows\Currentversion\Policies\System\Kerberos\Parameters',"SupportedEncryptionTypes","2147483640"
'HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client',"AllowBasic","0"
'HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service',"AllowBasic","0"
'HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service',"DisableRunAs","1"
'HKLM:\Software\Policies\Microsoft\Windows\WinRM\Service',"AllowUnencryptedTraffic","0"
'HKLM:\Software\Policies\Microsoft\Windows\WinRM\Client',"AllowUnencryptedTraffic","0"
'HKLM:\Software\Policies\Microsoft\Windows\WindowsUpdate\AU',"NoAUAsDefaultShutdownOption","0"
'HKLM:\Software\Policies\Microsoft\Windows\Explorer',"NoDataExecutionPrevention","0"
'HKLM:\Software\Policies\Microsoft\Windows\System',"EnableSmartScreen","1"
'HKLM:\Software\Policies\Microsoft\Windows\Explorer',"NoUseStoreOpenWith","1"
'HKLM:\Software\Policies\Microsoft\Windows\System',"DisableLockScreenAppNotifications","1"
'HKLM:\Software\Policies\Microsoft\WindowsStore',"RemoveWindowsStore","1"
'HKLM:\Software\Policies\Microsoft\WindowsStore',"AutoDownload","4"
'HKLM:\Software\Policies\Microsoft\Windows\LocationAndSensors',"DisableLocation","1"
'HKLM:\Software\Policies\Microsoft\Windows\CredUI',"DisablePasswordReveal","1"
'HKLM:\Software\Policies\Microsoft\Windows\Personalization',"NoLockScreenSlideshow","1"
'HKLM:\Software\Policies\Microsoft\Windows\System',"DontDisplayNetworkSelectionUI","1"
'HKLM:\Software\Microsoft\Windows\Currentversion\Policies\System',"MSAOptional","0"
'HKLM:\Software\Policies\Microsoft\Windows\EventLog\Setup',"Retention","0"
'HKLM:\Software\Policies\Microsoft\Windows\Eventlog\Setup',"MaxSize","32768"
'HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System',"DontDisplayLastUserName","1"
'HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System',"LocalAccountTokenFilterPolicy","0"
'HKLM:\System\CurrentControlSet\Control\SecurityProviders\WDigest',"UseLogonCredential","0"
'HKLM:\Software\Policies\Microsoft\Windows\Control Panel\Desktop',"SCRNSAVE.EXE","scrnsave.scr"
'HKLM:\Software\Policies\Microsoft\Windows\AdvertisingInfo',"DisabledByGroupPolicy","1"
'HKLM:\Software\Policies\Microsoft\Windows Defender\Reporting',"DisableGenericRePorts","1"
'HKLM:\Software\Policies\Microsoft\Windows\Explorer',"NoAutoplayfornonVolume","1"
'HKLM:\Software\Policies\Microsoft\Windows\Explorer',"NoAutorun","1"
'HKLM:\Software\Policies\Microsoft Services\AdmPwd',"AdmPwdEnabled","1"
'HKLM:\Software\Policies\Microsoft Services\AdmPwd',"PasswordComplexity","4"
'HKLM:\Software\Policies\Microsoft Services\AdmPwd',"PasswordLength","20"
'HKLM:\Software\Policies\Microsoft Services\AdmPwd',"PasswordAgeDays","60"
'HKLM:\Software\Policies\Microsoft Services\AdmPwd',"PasswordExpirationProtection","1"
'HKLM:\Software\Policies\Microsoft\Windows NT\CurrentVersion\Software Protection Platform',"NoGenTicket","0"
'HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging',"EnableScriptBlockLogging","1"
'HKLM:\Software\Policies\Microsoft\Windows\PowerShell\Transcription',"EnableTranscripting","0"
'HKLM:\Software\Policies\Microsoft\Windows\Network Connections',"NC_StdDomainUserSetLocation","1"
'HKLM:\Software\Policies\Microsoft\Windows\TabletPC',"PreventHandwritingDataSharing","1"
'HKLM:\Software\Policies\Microsoft\Windows\Handwritingerrorreports',"PreventHandwritingErrorReports","1"
'HKLM:\Software\Policies\Microsoft\Sqmclient\Windows',"CEIPEnable","0"
'HKLM:\Software\Policies\Microsoft\Control Panel\International',"BlockUserInputMethodsForSignIn","1"
'HKLM:\Software\Policies\Microsoft\Windows\Wdi\',"ScenarioExecutionEnabled","0"
'HKLM:\Software\Policies\Microsoft\W32Time\TimeProviders\',"NtpClient","1"
'HKLM:\Software\Policies\Microsoft\W32Time\TimeProviders\',"NtpServer","0"
'HKCU:\Software\Policies\Microsoft\Windows\Installer',"AlwaysInstallElevated","0"
'HKLM:\Software\PoliciesManager\current\device\privacy',"AllowInputPersonalization","0"
'HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System\kerberos\parameters',"DevicePKInitEnabled","1"
'HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System\kerberos\parameters',"DevicePKInitBehavior","0"
'HKLM:\Software\Policies\Microsoft\WindowsNT\MitigationOptions',"MitigationOptions_FontBocking","1000000000000"
'HKLM:\Software\Policies\Microsoft\Windows\Currentversion\Appmodel\Statemanager',"AllowSharedLocalAppData","0"
'HKLM:\Software\Microsoft\Windows\Currentversion\Policies\System',"BlockHostedAppAccessWinRT","1"
'HKLM:\Software\Policies\Microsoft\Windows\DataCollection',"AllowTelemetry","0"
'HKLM:\Software\Policies\Microsoft\Windows\PreviewBuilds',"EnableConfigFlighting","0"
'HKLM:\Software\Policies\Microsoft\Windows\Windows Search',"AllowCortana","0"
'HKLM:\Software\Policies\Microsoft\Windows\Windows Search',"AllowSearchToUseLocation","0"
'HKLM:\Software\Microsoft\WcmSvc\wifinetworkmanager\config',"AutoConnectAllowedOEM","0"
'HKLM:\Software\Policies\Microsoft\Windows\CloudContent',"DisableWindowsConsumerFeatures","1"
'HKLM:\Software\Policies\Microsoft\Windows\ScriptedDiagnosticsProvider\Policy',"DisableQueryRemoteServer","0"
'HKLM:\Software\Policies\Microsoft\Windows\AppPrivacy',"LetAppsAccessEmail","2"
'HKLM:\Software\Policies\Microsoft\Windows\AppPrivacy',"LetAppsAccessEmail","2"
'HKLM:\Software\Policies\Microsoft\Windows\AppPrivacy',"LetAppsAccessInfo","2"
'HKLM:\Software\Policies\Microsoft\Windows\AppPrivacy',"LetAppsAccessRadios","2"
'HKLM:\Software\Policies\Microsoft\Windows\AppPrivacy',"LetAppsAccessCalendar","2"
'HKLM:\Software\Policies\Microsoft\Windows\AppPrivacy',"LetAppsAccessCamera","2"
'HKLM:\Software\Policies\Microsoft\Windows\LanmanWorkstation',"AllowInsecureGuestAuth","0"
'HKLM:\Software\Policies\Microsoft\Windows\AppPrivacy',"LetAppsAccessContacts","2"
'HKLM:\Software\Policies\Microsoft\Windows\AppPrivacy',"LetAppsAccessCallHistory","2"
'HKLM:\Software\Policies\Microsoft\Windows\AppPrivacy',"LetAppsAccessTrustedDevices","2"
'HKLM:\Software\Policies\Microsoft\Windows\AppPrivacy',"LetAppsAccessLocation","2"
'HKLM:\Software\Policies\Microsoft\Windows\AppPrivacy',"LetAppsAccessMicrophone","2"
'HKLM:\Software\Policies\Microsoft\Biometrics\FacialFeatures',"EnhancedAntiSpoofing","1"
'HKLM:\Software\Policies\Microsoft\MicrosoftEdge\Main',"Cookies","1"
'HKLM:\Software\Policies\Microsoft\MicrosoftEdge\PhishingFilter',"PreventOverride","1"
'HKLM:\Software\Policies\Microsoft\MicrosoftEdge\PhishingFilter',"PreventOverrideAppRepUnknown","1"
'HKLM:\Software\Policies\Microsoft\MicrosoftEdge\Main',"AllowInPrivate","1"
'HKLM:\Software\Policies\Microsoft\MicrosoftEdge\Main',"FormSuggest Passwords","no"
'HKLM:\Software\Policies\Microsoft\MicrosoftEdge\PhishingFilter',"EnabledV9","1"
'HKLM:\Software\Policies\Microsoft\Windows\DeviceGuard',"EnableVirtualizationBasedSecurity","1"
'HKLM:\Software\Policies\Microsoft\Windows\DeviceGuard',"LsaCfgFlags","1"
'HKLM:\Software\Policies\Microsoft\Windows\DeviceGuard',"HypervisorEnforcedCodeIntegrity","1"
'HKLM:\Software\Policies\Microsoft\Windows\DeviceGuard',"RequirePlayformSecurityFeatures","3"
'HKLM:\Software\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths',"\\\\*\\NETLOGON","RequireMutualAuthentication=1, RequireIntegrity=1"
'HKLM:\Software\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths',"\\\\*\\SYSVOL","RequireMutualAuthentication=1, RequireIntegrity=1"
'HKLM:\System\CurrentControlSet\Control\SecurityProviders\SCHANNEL\Protocols\TLS 1.0',"Client","0"
'HKLM:\System\CurrentControlSet\Control\SecurityProviders\SCHANNEL\Protocols\TLS 1.1',"Client","0"
'HKLM:\System\CurrentControlSet\Control\SecurityProviders\SCHANNEL\Protocols\TLS 1.2',"Client","0"
'HKLM:\Software\Policies\Microsoft\Windows Defender',"DisableAntiSpyware","0"
'HKLM:\Software\Policies\Microsoft\Windows\Powershell\Scriptblocklogging',"EnableScriptBlockLogging","1"
'HKLM:\Software\Policies\Microsoft\Windows\WCN\Registrars',"DisableInBand802DOT11Registrar","0"
'HKLM:\Software\Policies\Microsoft\Windows\WCN\Registrars',"DisableUPnPRegistrar","0"
'HKLM:\Software\Policies\Microsoft\Windows\WCN\Registrars',"DisableWPDRegistrar","0"
'HKLM:\System\CurrentControlSet\Control\Session Manager\kernel',"DisableExceptionChainValidation","0"
'HKLM:\Software\Policies\Microsoft\Windows NT\DNSClient',"EnableMulticast","0"
'HKLM:\Software\Policies\Microsoft\Windows\System',"EnableCdp","0"
'HKLM:\Software\Policies\Microsoft\Windows\System',"BlockUserFromShowingAccountDetailsOnSignin","1"
'HKLM:\System\CurrentControlSet\Services\NetBT\Parameters',"Node Type","2"
'HKLM:\Software\Policies\Microsoft\Windows\Connect',"RequirePinForPairing","1"
'HKLM:\Software\Policies\Microsoft\Windows\Windows Search',"AllowCortanaAboveLock","0"
'HKLM:\Software\Policies\Microsoft\Windows\WindowsUpdate',"DeferQualityUpdates","0"
'HKLM:\Software\Policies\Microsoft\Windows\WindowsUpdate',"DeferFeatureUpdates","1"
'HKLM:\Software\Policies\Microsoft\Windows\System',"EnableFontProviders","0"
'HKLM:\Software\Policies\Microsoft\Power\PowerSettings\f15576e8-98b7-4186-b944-eafa664402d9',"DCSettingIndex","0"
'HKLM:\Software\Policies\Microsoft\Power\PowerSettings\f15576e8-98b7-4186-b944-eafa664402d9',"ACSettingIndex","0"
'HKLM:\Software\Policies\Microsoft\Camera',"AllowCamera","0"
'HKLM:\SOFTWARE\Policies\Microsoft\MicrosoftEdge\Main',"PreventAccessToAboutFlagsInMicrosoftEdge","1"
'HKLM:\Software\Policies\Microsoft\WindowsInkWorkspace',"AllowSuggestedAppsInWindowsInkWorkspace","0"
'HKLM:\Software\Policies\Microsoft\Windows\WindowsUpdate',"DeferFeatureUpdatesPeriodInDays","180"
'HKLM:\Software\Policies\Microsoft\Windows\WindowsUpdate',"BranchReadinessLevel","32"
'HKLM:\Software\Policies\Microsoft\Windows\SettingSync',"DisableSettingSync","2"
'HKLM:\Software\Policies\Microsoft\Windows\AppPrivacy',"LetAppsAccessPhone","2"
'HKLM:\Software\Policies\Microsoft\Windows\AppPrivacy',"LetAppsAccessNotifications","2"
'HKLM:\Software\Policies\Microsoft\MicrosoftEdge\Extensions',"ExtensionsEnabled","0"
'HKLM:\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters',"SMB1","0"
'HKLM:\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters',"SMB2","0"
'HKLM:\Software\\Policies\Microsoft\Windows NT\Terminal Services',"KeepAliveInterval","1"
'HKLM:\Software\Policies\Microsoft\Windows NT\Terminal Services',"MaxInstanceCount","1"
'HKLM:\Software\Policies\Microsoft\Windows NT\Terminal Services',"fAllowUnlistedRemotePrograms","0"
'HKLM:\Software\Policies\Microsoft',"MicrosoftAccount","1"
'HKLM:\Software\Policies\Microsoft\Windows\DataCollection',"DisableEnterpriseAuthProxy","1"
'HKLM:\Software\Policies\Microsoft\Windows Defender Security Center\App and Browser protection',"DisallowExploitProtectionOverride","1"
'HKLM:\Software\Policies\Microsoft\Windows\WindowsUpdate',"ManagePreviewBuildsPolicyValue","0"
'HKLM:\Software\Policies\Microsoft\Windows\DeviceGuard',"ConfigureSystemGuardLaunch","1"
'HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\PushNotifications',"NoCloudApplicationNotification","1"
'HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ModuleLogging',"ModuleNames",""
'HKLM:\System\CurrentControlSet\Services\DNS',"Parameters","0"
'HKLM:\Software\Policies\Microsoft\Windows\PowerShell\ModuleLogging',"EnableModuleLogging","1"
